,text,sentiment,sentimentclass
596,cnn dana bash said hear presid donald might tri withhold campaign fund vuln httpstconsf6wwcytg,0.0,Neutral
597,theimpatientpa1 rudi retribut rudi back giuliani warn truth emerg surpris,0.0,Neutral
598,hope012015 real reason donaldjtrumpjr wish biden wouldnt repeatedli bitch slap,0.2,Positive
599,foxnew today brought world number one traitor justic sick deprav man httpstcodncfnmu3az,-0.7142857142857143,Negative
600,tri compar thoma jefferson evil traitor father disgust vile like father httpstcoi7teephnri,-1.0,Negative
601,votingfemai ericciaramella realli socal whistleblow whole narr decim http,0.2,Positive
602,jenelaina ataturkaskerikh lisaspioradsaor carlnasman one justifi genocid gop,0.0,Neutral
603,potu greggjarrett thursdaythought thursdaymotiv whitehous plea cleanup httpstcoygtux6myfm,0.0,Neutral
604,wow piec crap debbiewassermanschultz debbieshultz id told stick httpstcorkblj6ghzl,-0.35000000000000003,Negative
605,twizzlersraw1 water boilingand noodl readi get soft republican cri babi,0.1,Positive
606,signewilk truth come trumpmeltdown impeachmentiscom httpstcodtl90a2yka,0.0,Neutral
607,rudi retribut rudi back giuliani warn truth emerg surpris httpstcowztjg1izdi,0.0,Neutral
608,sharoncarbin donaldtrump intern evil distort face le 3 year hair still dy barackobama hair,-1.0,Negative
609,prayer potu trump2020landsidevictori democratsaredestroyingamerica democratshavelosttheirdamnmind,0.0,Neutral
610,donaldtrump intern evil distort face le 3 year hair still dy barackobama httpstcokllvyjjsoy,-1.0,Negative
611,vote formalis inquiri usa httpstcohuyicqdfy0,0.0,Neutral
612,that scoop lbc httpstcojnmkrg7ohx,0.0,Neutral
613,troop head syria kurd reject offer merg sdf syria httpstco0mb5mvtoj via youtub httpstcohxgi9h5fhz,0.0,Neutral
614,lesserevil vote boomer like got america aw atla symptom wrong httpstcovwbig2gvyg,-0.5,Negative
615,stevescalis court law would lock way got point lockthemallup lockhimup impeachandremov,0.0,Neutral
616,worldnew stori boast economi undercut weak middleclass pay gain news httpstcodgbmjeswd5,-0.375,Negative
617,donald panic move backfir spectacularli impeach trumpfascist trumptraitor collus httpstcotuetxhqz5i,0.0,Neutral
618,elzey_t manchin say wouldnt back sander presidenti race httpstcokbyhhdbeha thursdaythought thursdaymo,0.0,Neutral
619,rafshmatko today maestro shmatko present marbl bust donald donaldtrump usa http,0.0,Neutral
620,wont wonder never see trumpcrimefamili donni jr man inherit httpstcony0bwv6qua,0.0,Neutral
621,white offici ramp new tax cut talk seek sharp contrast 2020 realli httpstcoevvak9dxqd,0.0037878787878787845,Positive
622,real top help bottom save money femtop outpourlgbtq outpourtransl outpour phillylgbtq philli httpstcovlijskrf87,0.75,Positive
623,case wonder obsequi look like twitter evangel httpstcor2bzcswloq,0.0,Neutral
624,economiclead sinc presid tax cut consumpt strong busi invest seven quarter sinc,0.4333333333333333,Positive
625,almostfuri goplead goplead kevin mccarthi putin russia allroadsleadtoputin hres660,0.0,Neutral
626,better gopthedemocrat httpstcoox0f5tgwvx,0.5,Positive
627,um uh durrrr best peopl httpstcodbzwthhu7r,1.0,Positive
628,presid donald react almost instantli thursday landmark repres greenlightin httpstcozn6jykxbrv,0.0,Neutral
629,washingtonpost doubt treat like dog,0.0,Neutral
630,vote open new phase trumpimpeach inquiri set stage dramat public hear httpstco3bqzpkrsbq,0.04545454545454545,Positive
631,donaldjtrumpjr vindman total absolut leftist veteran babybonespur branch httpstcooapp6lgfiw,-0.016666666666666666,Negative
